subject,predicate,object
Arthur Jeffries,occupation,Children's TV Show Host
Theme song of The Big Bang Theory,title,The History of Everything
Howard Wolowitz's mother,appearsIn,The Big Bang Theory
Penny,residence,Apartment across the hall from Leonard and Sheldon
Neil Michael Wolowitz,occupation,Aerospace engineer
Leonard Hofstadter,instanceOf,Character
Season 8,showrunner,Bill Prady
Raj Koothrappali,hasSibling,Anu
Simon Helberg,appearsIn,The Big Bang Theory
Howard Wolowitz (father),spouse,Debbie Wolowitz
Haley Wolowitz,hasRelationshipWith,Rajesh Koothrappali
Caltech,knownFor,Research and Education
Laurie Metcalf,playedCharacter,Mary Cooper
Season 4,mainCharacters,Howard Wolowitz
Season 4,notableEvents,Sheldon and Amy start dating
Caltech,field,Science and Engineering
Barry Kripke,firstAppearance,"Season 2, Episode 15"
Season 8,showrunner,Steve Molaro
Howard Wolowitz's mother,characterTrait,Overbearing
The Bow Tie Asymmetry,instanceOf,episode
Judith Feldman,isExWifeOf,Howard Wolowitz
The Bow Tie Asymmetry,partOf,The Big Bang Theory Season 11
Season 4,mainCharacters,Bernadette Rostenkowski
Season 9,showrunner,Steve Molaro
Penny Hofstadter,friendOf,Sheldon Cooper
Season 4,mainCharacters,Amy Farrah Fowler
Simon Helberg,children,2
Judith Feldman,instanceOf,Character
Season 11 of The Big Bang Theory,filmingLocation,"Warner Bros. Studios, Burbank, California"
Claire,appearsIn,The Big Bang Theory
Amy Farrah Fowler,hasFriend,Bernadette Rostenkowski
Raj Koothrappali,romanticInterest,Claire
Arthur Jeffries,hasRole,Inspiration for Sheldon Cooper
Professor Proton,occupation,Physicist
Carol Ann Susi,voiceOnlyRole,Yes
Season 4,notableEvents,Howard and Bernadette get engaged
The Bow Tie Asymmetry,airDate,2018-05-10
The Bow Tie Asymmetry,director,Mark Cendrowski
Emily Sweeney,romanticPartner,Rajesh Koothrappali
Arthur Jeffries,occupation,Scientist
Season 4,mainCharacters,Leonard Hofstadter
Kaley Cuoco,characterInTheBigBangTheory,Penny
The Bow Tie Asymmetry,writer,Steven Molaro
Judith Feldman,occupation,Doctor
Barry Kripke,specializesIn,Plasma Physics
Season 4,mainCharacters,Penny
The Comic Center,instanceOf,Comic book store
Howard Wolowitz's mother,characterTrait,Loud
Laurie Metcalf,characterRelation,Mother of Sheldon Cooper
Laurie Metcalf,characterOccupation,Christian mother
Claire,instanceOf,Character
Season 7,originalNetwork,CBS
The Bow Tie Asymmetry,episodeNumber,24
Howard Wolowitz,hobby,Collecting comic books
Emily Sweeney,personalityTrait,Quirky
Dr. Elizabeth Plimpton,relationshipWithSheldon,Brief romantic interest
Brian Posehn,actedIn,The Big Bang Theory
Barry Kripke,hasSpeechImpediment,Rhotacism
Carol Ann Susi,yearsActiveInShow,2007-2014
Laura Spencer,characterRelationship,Leonard Hofstadter's girlfriend
Penny Hofstadter,friendOf,Leonard Hofstadter
Wil Wheaton,knownFor,Playing Wesley Crusher in Star Trek: The Next Generation
Season 11,genre,Sitcom
Season 4,mainCharacters,Sheldon Cooper
Judith Feldman,hasChild,Halley Wolowitz
Alfred Hofstadter,portrayedBy,Judith Feldman
Wil Wheaton,guestStarredIn,The Big Bang Theory
Amy Farrah Fowler,hobby,Playing the harp
Michael Wolowitz Jr.,childOf,Howard Wolowitz
Laurie Metcalf,characterRelation,Mother of Missy Cooper
Comic Book Store,appearsIn,The Big Bang Theory
Melissa Rauch,birthDate,"June 23, 1980"
The Big Bang Theory Season 1,partOf,The Big Bang Theory
Michael Wolowitz Jr.,appearsIn,The Big Bang Theory
Neil Michael Wolowitz,gender,Male
Cinnamon,species,Dog
Penny,hobby,Acting
Michael Wolowitz Jr.,instanceOf,Fictional character
Chuck Lorre,nationality,American
Melissa Rauch,maritalStatus,Married to Winston Rauch
Season 7,showrunner,Bill Prady
Season 12,showrunner,Steve Molaro
Michael Wolowitz Jr.,nickname,Michael Jr.
Sheldon Cooper,hasFavoriteFood,Thai Food
Mayim Bialik,awards,Primetime Emmy Award
Sheldon Cooper,portrayedBy,Jim Parsons
Mayim Bialik,occupation,Actress
Professor Proton,relationship,Sheldon Cooper (fan)
Michael Wolowitz Jr.,gender,Male
Raj Koothrappali,hasRomanticInterest,Lucy
Mayim Bialik,awards,Critics' Choice Television Award
Raj Koothrappali,worksAt,California Institute of Technology
Mayim Bialik,occupation,Neuroscientist
Stuart Bloom,hasPersonalityTrait,socially awkward
Michael Wolowitz Jr.,childOf,Bernadette Rostenkowski-Wolowitz
The Big Bang Theory,mainCharacter,Bernadette Rostenkowski
Comic Book Store,locationType,Retail Store
Raj Koothrappali,hasRomanticInterest,Emily Sweeney
Kaley Cuoco,birthPlace,"Camden, California, USA"
Cinnamon,appearsIn,The Big Bang Theory
Professor Proton,relationship,Leonard Hofstadter (fan)
Stuart Bloom,hasPersonalityTrait,lonely
Young Sheldon,isSpinOffOf,The Big Bang Theory
Season 12,showrunner,Bill Prady
Season 7,showrunner,Chuck Lorre
Michael Wolowitz,relation,Michael Wolowitz Jr.
Raj Koothrappali,hasSister,Priya Koothrappali
The Big Bang Theory Season 1,numberOfEpisodes,17
Season 2,mainCast,Mayim Bialik
The Creepy Candy Coating Corollary,featuresCharacter,Leonard Hofstadter
Season 2,mainCast,Kunal Nayyar
Season 2,mainCast,Johnny Galecki
The Creepy Candy Coating Corollary,featuresCharacter,Sheldon Cooper
Laurie Metcalf,characterRelation,Mother of George Cooper Jr.
Season 2,mainCast,Jim Parsons
The Creepy Candy Coating Corollary,episodeNumber,5
Kunal Nayyar,roleInTheBigBangTheory,Rajesh Koothrappali
Howard Wolowitz,actor,Simon Helberg
The Creepy Candy Coating Corollary,featuresCharacter,Penny
Season 2,originalReleaseStartDate,"September 22, 2008"
The Lunar Excitation,plotSummary,Sheldon is upset about the moon landing anniversary and Leonard tries to cheer him up.
Wil Wheaton,firstAppearanceSeason,Season 3
Bernadette Rostenkowski-Wolowitz,children,Halley Wolowitz
Season 2,mainCast,Melissa Rauch
The Creepy Candy Coating Corollary,airDate,"October 13, 2009"
Season 2,originalReleaseEndDate,"May 11, 2009"
Season 2,mainCast,Simon Helberg
Professor Proton,occupation,Children's science show host
Alessandra Torresani,instanceOf,Person
The Creepy Candy Coating Corollary,partOf,The Big Bang Theory
Young Sheldon,premiereDate,"September 25, 2017"
Bernadette Rostenkowski-Wolowitz,children,Michael Wolowitz
Season 2,mainCast,Kaley Cuoco
Raj Koothrappali,livesIn,"Pasadena, California"
Sheldon Cooper,hasPersonalityTrait,Eccentric
Kunal Nayyar,profession,Actor
Melissa Rauch,knownFor,The Big Bang Theory
Wil Wheaton,instanceOf,Actor
Claire,portrayedBy,Alessandra Torresani
Penny,bestFriend,Bernadette Rostenkowski
Howard Wolowitz,personalityTrait,Sometimes arrogant
The Big Bang Theory Season 11,instanceOf,TV season
Mrs. Wolowitz,notShownOnScreen,True
Season 4,mainCast,Kevin Sussman
The Big Bang Theory theme song,performedBy,Barenaked Ladies
Cinnamon,ownedBy,Sheldon Cooper
Rajesh Koothrappali,hasLoveInterest,Anu
Leonard Hofstadter,hasFriend,Penny
The Big Bang Theory theme song,genre,Alternative rock
Season 9,showrunner,Bill Prady
Cinnamon,instanceOf,Dog
Season 2,genre,Sitcom
The Big Bang Theory theme song,title,The History of Everything
The Pork Chop Indeterminacy,airDate,2008-03-24
Bernadette Rostenkowski-Wolowitz,personalityTrait,Ambitious
