subject,predicate,object
Prime Standard segment of Frankfurt Stock Exchange,includes,Companies listed in DAX 40 Index
MTU Aero Engines,revenue,Approximately 4 billion EUR (2023)
Roland Busch,role,Chairman of the Supervisory Board of Siemens Energy
Bjørn Gulden,position,CEO of Puma
DAX,includesCompanies,Daimler Truck
DAX,includesCompanies,Adidas
Christian Bruch,position,CEO
MDAX,launchDate,1996
Deutsche Wohnen SE,instanceOf,Company
Frankfurt Stock Exchange,hasTradingHours,09:00 to 17:30 CET
BMW AG,products,Motorcycles
Adidas,tickerSymbol,ADS
SDAX,numberOfConstituents,70
Jochen Hardt,occupation,Chief Executive Officer
DAX,includesCompanies,MTU Aero Engines
VOW3,products,Financial services
Qiagen,CEO, Thierry Bernard
DAX 40 Index,hasConstituent,Deutsche Bank
DAX 40 company,includedIn,DAX 40 Index
DAX 40 Index,hasConstituent,Volkswagen
DAX 40,tradingVenue,Frankfurt Stock Exchange
Thierry Bernard,instanceOf,Person
BAYN,sector,Healthcare
Deutsche Börse,headquarteredIn,"Frankfurt, Germany"
DAX 30,launchDate,1988
Qiagen,instanceOf,company
Bad Homburg,instanceOf,Town
Merck,foundedYear,1668
Merck KGaA,listedIn,DAX 40 Index
DAX 40 Index,hasConstituent,Delivery Hero
Deutsche Börse Group,founded,1992
RWE,tickerSymbol,RWE
Bentley,headquarters,"Crewe, England"
Audi AG,stockExchange,Frankfurt Stock Exchange
SAP SE,numberOfEmployees,"Over 100,000"
Fresenius Vamed,headquarters,Austria
DAX 40,sectorCoverage,"various sectors including automotive, chemicals, technology, finance"
DAX,includesCompanies,RWE
Christian Klein,role,Chief Executive Officer
Allianz,tickerSymbol,ALV
Audi AG,headquarters,"Ingolstadt, Germany"
Rudolf Dassler,occupation,Founder of Puma
ALV,ISIN,DE0008404005
DAX 40,notableConstituent,Volkswagen
Steve Angel,instanceOf,Person
Werner von Siemens,knownFor,Founder of Siemens AG
DAX,includesCompanies,Deutsche Bank
Stefan Oelrich,position,Member of the Supervisory Board
DAX,includesCompanies,Volkswagen
Siemens,founded,1847
Theodor Weimer,position,CEO of Deutsche Börse
Martin Brudermüller,employer,BASF
DAX,launchDate,1988-07-01
Steve Angel,company,Linde plc
DAX 40 company,represents,largest 40 German companies by market capitalization and liquidity
Bjørn Gulden,occupation,Business Executive
Dr. Markus Krebber,instanceOf,Person
Deutsche Wohnen SE,headquarters,"Berlin, Germany"
Deutsche Wohnen SE,marketCapitalization,Large Cap
DAX,operatedBy,Deutsche Börse
MDAX,numberOfConstituents,50
Christian Bruch,instanceOf,Person
Bugatti,listedIn,DAX 40 Index
Xetra trading platform,launchYear,1997
Puma,CEO,Bjørn Gulden
Allianz SE,headquarters,"Munich, Germany"
Björn Gulden,position,CEO
Roland Busch,occupation,CEO
Klaus Tschira,associatedWith,DAX 40 Index
RWE,foundedYear,1898
HelloFresh,CEO,Dominik Richter
Xetra trading platform,instanceOf,Electronic trading platform
Euro,usedIn,Germany
Adidas,country,Germany
DAX,includesCompanies,HeidelbergCement
Bayer AG,country,Germany
Daimler AG,tickerSymbol,DAI
ALV,foundedYear,1890
DAX,previouslyKnownAs,DAX 30
Merck,stockExchange,Frankfurt Stock Exchange
Covestro,instanceOf,company
BMW AG,products,Automobiles
Christian Bruch,occupation,Business Executive
Frankfurt Stock Exchange,offersTradingIn,Derivatives
BMW AG,instanceOf,Company
Claus Wellenreuther,co-founderOf,SAP SE
Performance Index,usedIn,DAX 40 Index
MRK,listedIn,DAX 40 Index
RWE,CEO,Dr. Markus Krebber
Linde,instanceOf,company
Martin Brudermüller,role,Chairman of the Board of Executive Directors at BASF
SAP,stockTicker,SAP
DAX 40 Index,hasConstituent,Deutsche Post
Prime Standard,instanceOf,segment of the Frankfurt Stock Exchange
Fresenius Kabi,country,Germany
Encavis AG,memberSince,2023
Siemens Energy,CEO,Christian Bruch
Bayer MaterialScience,listedIn,DAX 40 Index
TecDAX,operator,Deutsche Börse
Martin Brudermüller,relationToDAX40,"CEO of BASF, a DAX 40 company"
E.ON SE,headquarters,"Essen, Germany"
Deutsche Wohnen SE,businessFocus,Residential Property Management
Volkswagen Group,brands,Bentley
Euro,usedBy,Eurozone countries
Björn Gulden,instanceOf,Person
Deutsche Post,foundedYear,1995
Munich Re,listedIn,DAX 40 Index
Adidas,foundedYear,1949
DAX,includesCompanies,Covestro
DAX 40,indexBaseValue,1000 points
Fresenius SE & Co. KGaA,businessSegments,Fresenius Helios
Volkswagen Group,brands,Ducati
DAX 40 Index,indexCurrency,Euro
HEN3,country,Germany
ALV,fullName,Allianz SE
Stefan Oelrich,companyListedInDAX40,Bayer AG
Linde plc,stockExchange,Frankfurt Stock Exchange
DAX,includesCompanies,E.ON
DAX 40 Index,hasConstituent,Bayer
E.ON SE,CEO,Leonhard Birnbaum
Deutsche Börse Group,manages,DAX family of indices
Roland Busch,instanceOf,Person
BMW AG,componentOf,DAX 40 Index
Prime Standard,includes,adherence to international accounting standards
Audi AG,tickerSymbol,NSU
Siemens AG,numberOfEmployees,"Approximately 311,000 (2023)"
DAX 40,indexCalculationAgent,Deutsche Börse AG
ALV,listedIn,DAX 40 Index
SAP SE,revenue,Over 30 billion euros (2023)
Deutsche Bank AG,CEO,Christian Sewing
Encavis AG,listedOn,DAX 40 Index
Allianz SE,sector,Insurance
Allianz SE,marketCapitalization,One of the largest in DAX 40
BMW,CEO,Oliver Zipse
HelloFresh,businessModel,Subscription-based meal kit delivery
DAX 40 Index,hasConstituent,Zalando
MDAX,marketSegment,Prime Standard
Deutsche Börse,listedOn,Frankfurt Stock Exchange
E.ON SE,stockExchange,Frankfurt Stock Exchange
CON,stockExchange,Frankfurt Stock Exchange
DAX 40,tradingCurrency,Euro
Werner Baumann,birthYear,1962
Volkswagen Group,brands,Bugatti
European Central Bank,impactOn,DAX 40 Index
DAX,includesCompanies,Bayer
Deutsche Börse,foundedIn,1992
DAX 40 Index,hasConstituent,Vonovia
Björn Gulden,employer,Adidas
DAX 40 Index,calculationMethod,free-float market capitalization weighted
Allianz,foundedIn,1890
Merck,tickerSymbol,MRK
Münchener Rück,foundedYear,1880
Fresenius Vamed,focus,Project management and services for healthcare facilities
Euro,usedIn,Italy
MDAX,country,Germany
Dietmar Hopp,knownFor,Co-founding SAP SE
Deutsche Börse,manages,DAX family of indices
Bugatti,industry,Automotive
TecDAX,launchDate,2003
Bayer AG,memberOfIndex,DAX 40 Index
MDAX,instanceOf,Stock Market Index
Merck KGaA,memberOf,DAX 40 Index
Encavis AG,instanceOf,Company
DAX,benchmarkFor,German equity market
Merck KGaA,instanceOf,Company
DAX 40,marketCapitalization,largest 40 German companies
Audi AG,instanceOf,Company
Vonovia,headquarters,"Bochum, Germany"
DAX 40 Index,hasConstituent,BASF
Encavis AG,isComponentOf,DAX 40 Index
DAX 40,baseDate,"December 30, 1987"
Deutsche Börse AG,role,Index provider for DAX 40
DAX 40 Index,indexBaseValue,1000 points
DAX 40,baseValue,1000 points
Mercedes-Benz,productType,Luxury vehicles
Bayer,products,Agricultural chemicals
Siemens Healthineers,foundedYear,2017
Eurozone,comprisesCountries,Portugal
Siemens AG,revenue,Approximately 62.3 billion euros (2023)
Mercedes-Benz,country,Germany
LIN,tickerSymbol,LIN
SDAX,sector,Various sectors
Hesse,headquarters,Germany
DAX 40 Index,marketCapitalizationWeighted,true
DAX 40 Index,includesCompanies,E.ON
DAX 40 Index,tradingCurrency,Euro
Mercedes-Benz,parentCompany,Daimler AG
FRE,country,Germany
Deutsche Telekom,founded,1996
DAX 40 Index,indexCalculationTimeZone,Central European Time (CET)
DAI,foundedYear,1926
Adidas,hasCEO,Björn Gulden
ALV,founded,1890
Daimler Truck,focus,Truck and Bus Manufacturing
SAP SE,revenue,Approximately 30 billion EUR (2023)
Bad Homburg vor der Höhe,instanceOf,Town
PUM,stockExchange,Frankfurt Stock Exchange
DAX 40 Index,includesCompanies,Münchener Rück
Adidas,instanceOf,DAX 40 company
DAI,sector,Consumer Discretionary
Mercedes-Benz Group AG,instanceOf,company
ENR,listedIn,DAX 40 Index
DAX 40,indexRebalancing,quarterly
Audi AG,website,https://www.audi.com
DAX 40,replacedIndex,DAX 30
Timotheus Höttges,employer,Deutsche Telekom
Claus Wellenreuther,associatedWith,SAP SE
MDAX,currency,Euro
Deutsche Post DHL Group,founded,1995
SY1,country,Germany
DAX 40 Index,indexProvider,Deutsche Börse
Mercedes-Benz,headquarters,Stuttgart
FME,componentOf,DAX 40 Index
DAX 40,indexCalculationFrequency,every 15 seconds
Stefan Oelrich,company,Bayer AG
^GDAXI,includesCompanies,Allianz
Deutsche Post AG,parentCompany,Deutsche Post DHL Group
Eurozone,comprisesCountries,Cyprus
Theodor Weimer,occupation,CEO
DAX 40,notableConstituents,BASF
FRE,marketCapitalization,Large Cap
Deutsche Börse AG,owns,Xetra
Deutsche Post AG,businessSegments,"Global Forwarding, Freight"
DAX 40,notableConstituents,SAP
Frank Appel,employer,Deutsche Post AG
ENR,industry,Energy
DBK,marketCapitalization,Large Cap
Deutsche Post AG,listedIn,DAX 40 Index
^GDAXI,includesCompanies,Deutsche Telekom
Eurozone,comprisesCountries,Austria
Siemens Energy,memberOfIndex,DAX 40
DAX 40 Index,includesCompanies,Merck
BMW,foundedIn,1916
Timotheus Höttges,companyListedIn,DAX 40 Index
SY1,instanceOf,Stock Ticker Symbol
ALV,tickerSymbol,ALV
Deutsche Börse AG,hasCEO,Theodor Weimer
SDAX,indexType,Performance index
Frankfurt Stock Exchange,tradingCurrency,Euro
Dietmar Hopp,occupation,Software Engineer
MDAX,inceptionDate,1996
Deutsche Telekom,headquarters,"Bonn, Germany"
HeidelbergCement,founded,1874
NSU,country,Germany
Mercedes-Benz,foundedYear,1926
Stefan Oelrich,occupation,Business Executive
Eurozone,comprisesCountries,Italy
PUM,tickerSymbol,PUM
Merck KGaA,stockTicker,MRK
Ola Källenius,instanceOf,person
Belén Garijo,relationToDAX40,CEO of a DAX 40 Index constituent company
EOAN,memberOfIndex,DAX 40 Index
SDAX,inceptionDate,1999
DAX 40 Index,includesCompanies,Deutsche Post
^GDAXI,includesCompanies,Siemens
MTU Aero Engines,numberOfEmployees,"Around 10,000 (2023)"
^GDAXI,indexBaseDate,1987-12-30
Roland Busch,nationality,German
Deutsche Bank,tickerSymbol,DBK
Fresenius Medical Care,primaryBusiness,Dialysis products and services
SY1,represents,Siemens Energy AG
DAX 40 Index,indexSponsor,Deutsche Börse AG
Fresenius Helios,tickerSymbol,HEL
Eurozone,comprisesCountries,Netherlands
ENR,instanceOf,Company
Deutsche Börse AG,listedOn,Frankfurt Stock Exchange
Bayer AG,industry,pharmaceuticals
DAX 40 Index,includesCompanies,Bayer
DAI,stockExchange,Frankfurt Stock Exchange
Bad Homburg vor der Höhe,locatedIn,Hesse
Eurozone,comprisesCountries,Spain
Daimler Truck,tickerSymbol,DTG
DAI,products,Commercial Vehicles
Eurozone,comprisesCountries,Finland
Siemens,products,Automation equipment
Eurozone,comprisesCountries,Luxembourg
Siemens,products,Power generation equipment
Volkswagen,parentCompany,Volkswagen Group
Bayer,products,Pharmaceutical drugs
Daimler Truck,headquarters,Germany
Eurozone,comprisesCountries,Greece
Mercedes-Benz,instanceOf,Company
Eurozone,comprisesCountries,Slovakia
Deutsche Börse AG,industry,Financial Services
Ola Källenius,position,Chairman of the Board of Management of Daimler AG
Xetra,usedForTrading,DAX 40 Index stocks
HeidelbergCement,products,Aggregates
DAX 40,inclusionCriteria,largest and most liquid German companies
Prime Standard,is relevant for,companies listed in DAX 40 Index
DAX 30,launchDate,1988-07-01
Hesse,listedIn,DAX 40 Index
RWE,businessFocus,Electricity generation and distribution
DAI,products,Automobiles
Eurozone,comprisesCountries,Lithuania
Eurozone,comprisesCountries,Slovenia
Daimler Truck,listedIn,DAX 40 Index
Dominik Richter,associatedWith,HelloFresh
^GDAXI,includesCompanies,Deutsche Bank
^GDAXI,includesCompanies,Volkswagen
Eurozone,comprisesCountries,Croatia
DAX 40,notableConstituents,Allianz
Allianz SE,products,Insurance and asset management services
LIN,stockExchange,Frankfurt Stock Exchange
Deutsche Post,parentCompany,Deutsche Post DHL Group
ENR,country,Germany
Dietmar Hopp,stakeholderIn,SAP SE
Dominik Richter,companyListedOn,DAX 40 Index
DAX 40 Index,indexCurrencyDenomination,Euro
HeidelbergCement,memberOf,DAX 40 Index
FME,instanceOf,Company
Christian Klein,employer,SAP SE
Eurozone,comprisesCountries,Malta
Qontigo,instanceOf,Financial Services Company
DAX 40 Index,includesCompanies,Deutsche Börse
Euro,introducedOn,1999-01-01
DAX 40 Index,indexBaseDate,"December 30, 1987"
DAX 40 Index,baseDate,30 December 1987
Eurozone,comprisesCountries,Estonia
DAI,tickerSymbol,DAI
BMW,revenue,Over 100 billion euros (approximate)
Eurozone,comprisesCountries,Belgium
Germany,memberOf,European Union
Deutsche Bank,stockExchange,Frankfurt Stock Exchange
Eurozone,comprisesCountries,France
RWE,memberOf,DAX 40 Index
Volkswagen Group,numberOfEmployees,"approximately 670,000"
DAI,headquarters,"Stuttgart, Germany"
Fresenius Helios,memberOf,DAX 40 Index
Mercedes-Benz,stockExchange,Frankfurt Stock Exchange
DAX 40 Index,includesCompanies,Porsche
DAI,instanceOf,Company
HeidelbergCement,products,Cement
Prime Standard,includes,publication of ad hoc disclosures
Deutsche Post AG,businessSegments,Supply Chain
Deutsche Post AG,businessSegments,Express
Eurozone,instanceOf,Monetary Union
Münchener Rück,numberOfEmployees,"39,000 (approx.)"
Siemens Energy AG,focus,Energy technology and services
Eurozone,comprisesCountries,Latvia
DAX 40,notableConstituents,Siemens
Deutsche Post DHL Group,CEO,Frank Appel
Dominik Richter,occupation,Co-founder of HelloFresh
ALV,marketCapitalization,One of the largest insurance companies in the world
Covestro,parentCompany,Bayer AG (until 2015)
Belén Garijo,occupation,CEO of Merck KGaA
Allianz,industry,Financial services
Deutsche Bank,foundedYear,1870
DAI,marketCapitalization,Large Cap
DAX 30 Index,baseDate,"December 30, 1987"
DAX 40 Index,baseValue,1000
Bayer,memberOfIndex,DAX 40
Deutsche Bank,marketCapitalization,Large Cap
Symrise,foundedIn,2003
Siemens,sector,Industrial
DAX 40,indexDividendTreatment,reinvested in index
Hesse,instanceOf,Company
^GDAXI,includesCompanies,BMW
Xetra,tradingHours,09:00 to 17:30 CET
Deutsche Post DHL Group,headquarters,"Bonn, Germany"
Mercedes-Benz Group AG,hasCEO,Ola Källenius
DAX 40 Index,includesCompanies,Daimler Truck
Bayer,products,Consumer health products
DAI,fullName,Daimler AG
Eurozone,comprisesCountries,Germany
Ola Källenius,position,CEO of Mercedes-Benz Group AG
Bad Homburg vor der Höhe,locatedIn,Germany
Hans-Werner Hector,associatedWith,DAX 40 Index
^GDAXI,includesCompanies,BASF
TecDAX,operatedBy,Deutsche Börse
Siemens,products,Medical devices
Stefan Oelrich,position,Member of the Board of Management
Mercedes-Benz,listedIn,DAX 40 Index
Fresenius Medical Care,memberOfIndex,DAX 40 Index
PUM,memberOf,DAX 40 Index
Continental,industry,Automotive parts
Merck KGaA,products,Pharmaceuticals
Mercedes-Benz,industry,Automotive
Germany,largestStockMarket,Frankfurt Stock Exchange
Germany,homeTo,DAX 40 Index
Continental,products,Brake systems
DAX 40,notableConstituents,Volkswagen
DAX 40 Index,reviewFrequency,quarterly
Björn Gulden,position,CEO of Adidas
MDAX,sectorCoverage,"Various sectors including industrials, consumer goods, technology"
Dominik Richter,role,CEO of HelloFresh
Ola Källenius,occupation,Business Executive
Bayer AG,industry,chemicals
Mercedes-Benz,tickerSymbol,MBG
Volkswagen,marketCapitalization,One of the largest in DAX 40
DAX 40 Index,includesCompanies,HeidelbergCement
FRE,headquarters,Bad Homburg vor der Höhe
Xetra,instanceOf,Electronic trading platform
DAX 40,indexSymbol,^GDAXI
Eurozone,comprisesCountries,Ireland
Continental,products,Automotive safety
DAX 40 Index,includesCompany,Zalando
Deutsche Bank,hasCEO,Christian Sewing
DAX 40 Index,includesCompany,Vonovia
DAX 40,includesCompanies,Adidas
Werner von Siemens,birthYear,1816
Siemens,numberOfEmployees,"Approximately 311,000 (2023)"
European Central Bank,responsibleFor,Monetary policy of Eurozone
"Global Forwarding, Freight",industry,Logistics
DAX 40,includesCompanies,BASF
DAX 40,market,Frankfurt Stock Exchange
DAX 40,includesCompanies,Henkel
DAX 40,includesCompanies,SAP
DAX 40 Index,includesCompany,BASF
DAX 40,includesCompanies,Volkswagen
DAX 40 Index,includesCompany,Henkel
DAX 40 Index,includesCompany,SAP
DAX 40,includesCompanies,Infineon Technologies
Rolf Buch,nationality,German
DAX 40 Index,includesCompany,Delivery Hero
Continental,industry,Automotive
DAX 40 Index,includesCompany,Infineon Technologies
DAX 40,includesCompanies,Puma
DAX 40,includesCompanies,Fresenius Medical Care
Audi,CEO,Sébastien Ogier
SIE,listedIn,DAX 40 Index
Deutsche Bank AG,sector,Financials
DAX 40 Index,includesCompany,Puma
DAX 40 Index,includesCompany,Fresenius Medical Care
BAS,tickerSymbol,BAS
1COV,stockTicker,1COV.DE
Mercedes-Benz Group AG,country,Germany
DAX family of indices,tracks,German equities
Porsche,stockExchange,Frankfurt Stock Exchange
Daimler Truck,foundedYear,2021
Porsche,products,Sports cars
Werner von Siemens,deathYear,1892
DAX 40,includesCompanies,Deutsche Post
SAP SE,listedIn,DAX 40 Index
DAX 40 Index,includesCompany,Porsche
DAX 40,indexSponsor,Deutsche Börse AG
DAX 30,instanceOf,stock market index
DAX 40,includesCompanies,Fresenius
Qiagen,revenue,Approximately 1.9 billion USD (2023)
DAX 40 Index,includesCompany,Fresenius
1COV,headquarters,Leverkusen
"Global Forwarding, Freight",industry,Freight forwarding
SAP SE,foundedIn,1972
DAX 40,includesCompanies,Vonovia
DE000BAY0017,represents,Bayer AG
Continental,products,Automotive parts
Porsche AG,stockTicker,PAH3
Ferdinand Porsche,deathDate,1951-01-30
DAX 40,includesCompanies,Symrise
"Global Forwarding, Freight",listedIn,DAX 40 Index
DAX 40,includesCompanies,Allianz
DAX 40 Index,includesCompany,Symrise
Porsche,foundedYear,1931
DAX 40 Index,includesCompany,Allianz
HeidelbergCement,products,Ready-mixed concrete
Siemens,products,Automation
Oliver Blume,role,Chairman of the Executive Board of Volkswagen AG
DAX 40 Index,includesCompany,Siemens Energy
DAX 40,includesCompanies,Deutsche Börse
DAX 40 Index,includesCompany,Deutsche Telekom
DAX 40 Index,includesCompany,Deutsche Börse
DAX 40,includesCompanies,Qiagen
Merck Group,founded,1668
DAX 40 Index,includesCompany,Qiagen
DAX 40,benchmarkFor,German equity market
PUM,country,Germany
Porsche,products,Sedans
ALV,headquarters,Munich
ALV,country,Germany
1COV,country,Germany
DAX 40 Index,includesCompany,Covestro
E.ON,sector,Utilities
DAX 40,includesCompanies,Siemens
RWE,revenue,Approximately €13 billion (2023)
DAX 40 Index,includesCompany,E.ON
DAX 40 Index,includesCompany,Continental
E.ON,memberOfIndex,DAX 40
DAX 40,includesCompanies,Siemens Healthineers
DAX 40 Index,includesCompany,Siemens
DAX 40,rebalancingFrequency,quarterly
DAX 40 Index,includesCompany,Siemens Healthineers
Porsche,founder,Ferdinand Porsche
Siemens,products,Healthcare Technology
DAX 40,includesCompanies,Linde
Adidas,founder,Adolf Dassler
Porsche,products,SUVs
Qiagen,products,Sample and assay technologies for molecular diagnostics
Siemens,memberOfIndex,DAX 40 Index
DAX 40 Index,includesCompany,Linde
Deutsche Post AG,numberOfEmployees,"Over 500,000 (2023)"
European Central Bank,role,Monetary authority for Eurozone
DAX 40 Index,includesCompany,Münchener Rück
Deutsche Börse,industry,Financial services
Rolf Buch,associatedWith,Vonovia
Rolf Buch,role,CEO of Vonovia
Daimler AG,marketCapitalization,Large-cap
Ferdinand Porsche,founderOf,Porsche AG
"Global Forwarding, Freight",instanceOf,Company
DAX 30,represents,30 major German blue chip companies
DAX 40,includesCompanies,MTU Aero Engines
DAX 40 Index,includesCompany,Daimler Truck
DAX 40 Index,includesCompany,Adidas
DE000BAY0017,instanceOf,ISIN
DAX 40 Index,includesCompany,BMW
Mercedes-Benz Group AG,marketCapitalization,Large-cap
Rolf Buch,role,Former CEO of Deutsche Annington
Ferdinand Porsche,instanceOf,Person
DAX 40 Index,includesCompany,MTU Aero Engines
Porsche,componentOf,DAX 40 Index
Deutsche Bank,foundedIn,1870
DAX 40,includesCompanies,RWE
Deutsche Bank AG,marketCapitalization,Large Cap
Porsche,tickerSymbol,PAH3
DAX 40,includesCompanies,Deutsche Bank
DAX 40 Index,includesCompany,RWE
Mercedes-Benz Group AG,founded,1926
Ferdinand Porsche,birthDate,1875-09-03
Belén Garijo,relationToDAX40,CEO of a DAX 40 company
DAX 40 Index,includesCompany,Deutsche Bank
DAX 40 Index,includesCompany,Volkswagen
DAX 40,includesCompanies,Siemens Energy
BAS,stockExchange,Frankfurt Stock Exchange
DAX 40,includesCompanies,Deutsche Telekom
SIE,country,Germany
DAX 40 Index,includesCompany,HeidelbergCement
VOW3,sector,Consumer Discretionary
Rolf Buch,associatedWith,Deutsche Annington
Ferdinand Porsche,occupation,Automotive Engineer
DAX 40,includesCompanies,Covestro
Siemens,revenue,Approximately 62.3 billion EUR (2023)
DAX 40,includesCompanies,E.ON
DAX family of indices,relatedTo,Deutsche Börse
DAX 40 Index,includesCompany,Deutsche Post
Continental AG,revenue,€44.5 billion (2022)
Ferdinand Porsche,nationality,Austrian
DAX 40,includesCompanies,Bayer
Bayer AG,isComponentOf,DAX 40 Index
DAX 40 Index,includesCompany,Bayer
Daimler AG,stockTicker,DAI
SAP,products,Enterprise Resource Planning (ERP) software
DAX 40,indexConstituentTurnover,low to moderate
Siemens Healthineers,products,Medical Imaging Equipment
DAX 40,indexCurrencyHedging,none
Chairman of the Board of Management of BMW AG,roleIn,BMW AG
Oliver Zipse,startDateAsCEO,2019
DAX 40,indexVolatility,moderate
DAX 40,indexUse,benchmark for funds and ETFs
DAX 40,relatedIndex,SDAX
DAX 30,calculationMethod,Performance index
DAX 40,indexDataProviders,"Deutsche Börse, financial data vendors"
DAX 40,relatedIndex,TecDAX
BASF,revenue,Approximately 87 billion EUR (2022)
DAX 40,indexCalculationAgent,Deutsche Börse
DE0005140008,identifies,DAX 40 Index
DAX 40,sectorCoverage,"various sectors including automotive, chemicals, financials, technology"
DAX 30,replacedByDate,September 2021
Daimler AG,instanceOf,company
Henkel AG & Co. KGaA,products,Beauty Care
Daimler AG,country,Germany
Siemens Healthineers,products,Laboratory Diagnostics
DAX 40 Index,replacedIndex,DAX 30
DAX 30,baseValue,1000 points
Bayer AG,hasCEO,Werner Baumann
SAP,products,Business software solutions
SIE,industry,Technology
Bentley,knownFor,Luxury cars
Siemens Healthineers,products,Advanced Therapies
MDAX,reviewFrequency,Quarterly
SAP SE,marketCapitalization,One of the largest in DAX 40
Siemens Healthineers,revenue,Approximately 17 billion EUR (2023)
Delivery Hero,listedOn,DAX 40 Index
DAX 40,indexRisk,market risk
DAX 40,indexSectorWeighting,diversified
Deutsche Bank,ISIN,DE0005140008
DE0005140008,instanceOf,ISIN
Bayer AG,wasComponentOf,DAX 40 Index
Delivery Hero,operatesIn,More than 50 countries
Volkswagen AG,numberOfEmployees,"Approximately 660,000 (2023)"
DAX 40,indexInclusionAnnouncement,one month before effective date
Delivery Hero,stockTicker,DHER.DE
DAX 40,notableConstituent,Linde
MTU Aero Engines,foundedIn,1934
DAX 40,indexConstituentWeightCap,no cap
DAX 40,notableConstituent,Adidas
DAX 40,indexDataAvailability,real-time
DAX 40,indexConstituentChanges,announced quarterly
DAX 40 Index,type,performance index
DAX 40,notableConstituent,Deutsche Bank
DAX 40,indexHistoricalData,available since 1988
Oliver Zipse,role,Chairman of the Board of Management of BMW AG
Siemens Healthineers,industry,Healthcare Technology
Hasso Plattner,role,Chairman of SAP SE
DAX 40,indexConstituentSelection,based on market capitalization and liquidity
PUM,industry,Industrial Goods
DAX 40,indexExclusionAnnouncement,one month before effective date
Chairman of the Board of Management of BMW AG,instanceOf,Position
DAX 40,notableConstituent,Bayer
Škoda,country,Czech Republic
DAX 40,relatedIndex,MDAX
Continental AG,memberOfIndex,DAX 40 Index
DAX 40 Index,baseValue,1000 points
DAX 40 Index,includesCompany,Merck
Leonhard Birnbaum,occupation,CEO of Deutsche Börse AG
Leonhard Birnbaum,associatedWith,DAX 40 Index
RWE,businessFocus,Energy trading
Frankfurt Stock Exchange,currency,Euro
Roland Busch,occupation,CEO of Siemens AG
Continental AG,industry,Automotive Parts
DAX 40 Index,baseDate,"December 30, 1987"
Henkel,stockExchange,Frankfurt Stock Exchange
Fresenius Medical Care,marketCapitalization,Large-cap
Continental AG,products,Brake Systems
Hasso Plattner,associatedWith,SAP SE
Henkel,tickerSymbol,HEN3
DAX 40 Index,expansionDate,"September 20, 2021"
Fresenius Vamed,tickerSymbol,VAMED
Continental AG,products,Automotive Safety
Deutsche Post AG,stockTicker,DPW
Roland Busch,roleInDAX40,"CEO of Siemens AG, a constituent company of DAX 40 Index"
SIE,memberOfIndex,DAX 40 Index
Vonovia,numberOfResidentialUnits,"Over 400,000"
DAX 40 Index,represents,40 major German blue chip companies
Continental,memberOf,DAX 40 Index
Volkswagen,subsidiaries,Audi
Linde,memberOf,DAX 40 Index
Škoda Auto,country,Czech Republic
Škoda Auto,instanceOf,Automobile Manufacturer
Oliver Bäte,employer,Allianz SE
Allianz SE,CEO,Oliver Bäte
Vonovia,numberOfEmployees,"Approximately 10,000"
Volkswagen,subsidiaries,Porsche
Volkswagen,subsidiaries,Škoda Auto
SY1,industry,Energy
Linde,headquarters,"Guildford, United Kingdom"
Škoda Auto,parentCompany,Volkswagen Group
Škoda Auto,industry,Automotive
Timotheus Höttges,position,CEO of Deutsche Telekom
Deutsche Post DHL Group,businessSegments,Post & Parcel Germany
Deutsche Post DHL Group,industry,logistics
Fresenius Medical Care,focus,Dialysis products and services
Merck KGaA,instanceOf,company
Deutsche Post DHL Group,revenue,over 80 billion euros (2023)
Deutsche Post DHL Group,businessSegments,"Global Forwarding, Freight"
Deutsche Post DHL Group,businessSegments,Supply Chain
Deutsche Post DHL Group,businessSegments,Express
Deutsche Post DHL Group,instanceOf,company
Deutsche Post DHL Group,listedIn,DAX 40 Index
Fresenius Medical Care,founded,1996
